Protein IDs,Majority_protein_IDs,Protein names,Gene names,Fasta headers,APC1-1,APC1-2,APC1-3,BRE2-1,BRE2-2,BRE2-3,BY4741-1,BY4741-2,BY4741-3,CCR4-1,CCR4-2,CCR4-3,NOT3-1,NOT3-2,NOT3-3,ORM1-1,ORM1-2,ORM1-3,ORM2-1,ORM2-2,ORM2-3
P05748,P05748,60S ribosomal protein L15-A,RPL15A,>sp|P05748|RL15A_YEAST 60S ribosomal protein L15-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL15A PE=1 SV=3,16,20,21,17,19,19,16,15,17,21,13,14,11,9,10,12,9,18,16,15,14
P05749;P56628,P05749,60S ribosomal protein L22-A;60S ribosomal protein L22-B,RPL22A;RPL22B,>sp|P05749|RL22A_YEAST 60S ribosomal protein L22-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL22A PE=1 SV=3;>sp|P56628|RL22B_YEAST 60S ribosomal protein L22-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL22B PE=1 SV=2,1,1,1,1,1,1,1,1,2,3,1,0,2,2,1,1,0,1,0,0,1
P05750,P05750,40S ribosomal protein S3,RPS3,>sp|P05750|RS3_YEAST 40S ribosomal protein S3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS3 PE=1 SV=5,27,20,29,22,27,29,22,25,24,23,24,22,25,28,21,17,16,20,19,15,20
P05755,P05755,40S ribosomal protein S9-B,RPS9B,>sp|P05755|RS9B_YEAST 40S ribosomal protein S9-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS9B PE=1 SV=4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1
P05756,P05756,40S ribosomal protein S13,RPS13,>sp|P05756|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS13 PE=1 SV=3,11,15,15,11,11,11,11,13,12,9,11,12,9,14,11,12,12,14,12,12,13
P05759,P05759,Ubiquitin-40S ribosomal protein S31;Ubiquitin;40S ribosomal protein S31,RPS31,>sp|P05759|RS27A_YEAST Ubiquitin-40S ribosomal protein S31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS31 PE=1 SV=3,4,2,4,5,6,4,3,3,2,4,5,2,3,5,5,0,0,2,0,1,1
P06100,P06100,General negative regulator of transcription subunit 2,CDC36,>sp|P06100|NOT2_YEAST General negative regulator of transcription subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC36 PE=1 SV=1,0,0,0,1,2,1,1,1,2,1,2,1,0,1,0,0,0,1,1,1,1
P06101,P06101,Hsp90 co-chaperone Cdc37,CDC37,>sp|P06101|CDC37_YEAST Hsp90 co-chaperone Cdc37 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC37 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06102,P06102,General negative regulator of transcription subunit 3,NOT3,>sp|P06102|NOT3_YEAST General negative regulator of transcription subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOT3 PE=1 SV=2,5,1,7,8,11,10,6,6,8,6,7,7,24,23,21,4,2,3,5,5,2
P06103,P06103,Eukaryotic translation initiation factor 3 subunit B,PRT1,>sp|P06103|EIF3B_YEAST Eukaryotic translation initiation factor 3 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRT1 PE=1 SV=1,29,29,34,38,35,25,25,24,23,32,30,26,20,26,22,20,10,16,19,16,18
P06105,P06105,Protein SCP160,SCP160,>sp|P06105|SC160_YEAST Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCP160 PE=1 SV=3,74,42,73,66,68,60,70,68,70,57,55,62,49,56,48,47,34,47,53,47,48
P06168,P06168,"Ketol-acid reductoisomerase, mitochondrial",ILV5,">sp|P06168|ILV5_YEAST Ketol-acid reductoisomerase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV5 PE=1 SV=1",10,7,10,8,7,6,3,1,4,9,9,11,6,7,2,3,1,6,3,3,4
P06169,P06169,Pyruvate decarboxylase isozyme 1,PDC1,>sp|P06169|PDC1_YEAST Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDC1 PE=1 SV=7,21,22,21,30,29,28,27,28,25,15,18,20,19,20,16,18,15,19,18,19,17
P06197,P06197,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,PIS1,>sp|P06197|PIS_YEAST CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIS1 PE=1 SV=1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
P06208-2;P06208,P06208-2,2-isopropylmalate synthase,LEU4,>sp|P06208-2|LEU1_YEAST Isoform Cytoplasmic of 2-isopropylmalate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU4;>sp|P06208|LEU1_YEAST 2-isopropylmalate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU4 PE=,1,0,1,3,2,2,3,3,2,0,1,1,0,0,0,2,0,1,1,1,1
P06367,P06367,40S ribosomal protein S14-A,RPS14A,>sp|P06367|RS14A_YEAST 40S ribosomal protein S14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS14A PE=1 SV=5,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
P06633,P06633,Imidazoleglycerol-phosphate dehydratase,HIS3,>sp|P06633|HIS7_YEAST Imidazoleglycerol-phosphate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS3 PE=1 SV=2,2,0,0,2,2,2,0,0,0,1,2,2,2,2,1,2,0,1,1,2,1
P06634,P06634,ATP-dependent RNA helicase DED1,DED1,>sp|P06634|DED1_YEAST ATP-dependent RNA helicase DED1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DED1 PE=1 SV=2,54,52,55,50,47,46,44,47,47,46,46,51,49,49,46,35,26,41,38,31,37
P06701,P06701,Regulatory protein SIR3,SIR3,>sp|P06701|SIR3_YEAST Regulatory protein SIR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIR3 PE=1 SV=6,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1
P06704,P06704,Cell division control protein 31,CDC31,>sp|P06704|CDC31_YEAST Cell division control protein 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC31 PE=1 SV=2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
P06775,P06775,Histidine permease,HIP1,>sp|P06775|HIP1_YEAST Histidine permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIP1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06778-3;P06778-2;P06778,P06778-3,DNA repair and recombination protein RAD52,RAD52,>sp|P06778-3|RAD52_YEAST Isoform 3 of DNA repair and recombination protein RAD52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD52;>sp|P06778-2|RAD52_YEAST Isoform 2 of DNA repair and recombination protein RAD52 OS=Saccharomyces cerevisiae ,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06780,P06780,GTP-binding protein RHO1,RHO1,>sp|P06780|RHO1_YEAST GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO1 PE=1 SV=3,4,6,4,5,3,1,3,2,5,3,4,3,2,5,3,2,2,4,3,3,3
P06781,P06781,GTP-binding protein RHO2,RHO2,>sp|P06781|RHO2_YEAST GTP-binding protein RHO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO2 PE=1 SV=2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06782,P06782,Carbon catabolite-derepressing protein kinase,SNF1,>sp|P06782|SNF1_YEAST Carbon catabolite-derepressing protein kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNF1 PE=1 SV=1,1,1,1,3,3,3,2,2,2,0,2,0,1,2,1,2,1,1,0,0,4
P06784,P06784,Serine/threonine-protein kinase STE7,STE7,>sp|P06784|STE7_YEAST Serine/threonine-protein kinase STE7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE7 PE=1 SV=1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
P06786,P06786,DNA topoisomerase 2,TOP2,>sp|P06786|TOP2_YEAST DNA topoisomerase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOP2 PE=1 SV=2,23,12,18,26,24,21,19,21,18,11,11,15,16,12,14,21,17,23,17,14,20
P06787,P06787,Calmodulin,CMD1,>sp|P06787|CALM_YEAST Calmodulin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMD1 PE=1 SV=1,1,0,1,1,1,0,0,1,0,2,1,2,0,1,1,0,0,2,1,0,1
P06844,P06844,Protein SPT3,SPT3,>sp|P06844|SPT3_YEAST Protein SPT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPT3 PE=1 SV=1,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
P07143,P07143,"Cytochrome c1, heme protein, mitochondrial",CYT1,">sp|P07143|CY1_YEAST Cytochrome c1, heme protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYT1 PE=1 SV=1",0,0,0,0,0,1,2,2,1,0,0,1,0,0,0,1,1,1,1,1,1
P07149,P07149,Fatty acid synthase subunit beta;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase [NADH];[Acyl-carrier-protein] acetyltransferase;[Acyl-carrier-protein] malonyltransferase;S-acyl fatty acid synthase thioesterase,FAS1,>sp|P07149|FAS1_YEAST Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAS1 PE=1 SV=2,24,16,20,39,34,31,43,36,40,22,13,19,14,14,12,23,20,32,27,26,32
P07170,P07170,Adenylate kinase,ADK1,>sp|P07170|KAD1_YEAST Adenylate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADK1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07172,P07172,Histidinol-phosphate aminotransferase,HIS5,>sp|P07172|HIS8_YEAST Histidinol-phosphate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS5 PE=1 SV=2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P07213,P07213,Mitochondrial import receptor subunit TOM70,TOM70,>sp|P07213|TOM70_YEAST Mitochondrial import receptor subunit TOM70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOM70 PE=1 SV=2,3,0,5,5,3,2,1,1,1,1,2,6,3,3,1,0,2,0,1,1,1
P07236,P07236,"Threonine--tRNA ligase, mitochondrial",MST1,">sp|P07236|SYTM_YEAST Threonine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MST1 PE=1 SV=2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07244,P07244,"Bifunctional purine biosynthetic protein ADE5,7;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase","ADE5,7",">sp|P07244|PUR2_YEAST Bifunctional purine biosynthetic protein ADE5,7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE5,7 PE=1 SV=1",6,0,6,12,11,9,11,13,12,3,3,4,5,3,2,11,10,14,13,10,11
P07245,P07245,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase",ADE3,">sp|P07245|C1TC_YEAST C-1-tetrahydrofolate synthase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE3 PE=1 SV=1",7,1,7,5,5,6,6,7,4,3,3,1,0,1,2,6,4,7,4,7,7
P07246,P07246,"Alcohol dehydrogenase 3, mitochondrial",ADH3,">sp|P07246|ADH3_YEAST Alcohol dehydrogenase 3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADH3 PE=1 SV=2",3,5,5,3,4,5,1,0,1,6,4,3,2,0,1,0,1,1,0,0,0
P07248,P07248,Regulatory protein ADR1,ADR1,>sp|P07248|ADR1_YEAST Regulatory protein ADR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADR1 PE=1 SV=2,0,0,0,0,0,0,2,3,2,0,0,0,1,0,0,0,1,1,0,0,0
P07251,P07251,"ATP synthase subunit alpha, mitochondrial",ATP1,">sp|P07251|ATPA_YEAST ATP synthase subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP1 PE=1 SV=5",6,3,7,5,5,5,9,9,7,6,8,9,6,4,7,7,6,5,7,7,5
P07256,P07256,"Cytochrome b-c1 complex subunit 1, mitochondrial",COR1,">sp|P07256|QCR1_YEAST Cytochrome b-c1 complex subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COR1 PE=1 SV=1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P07257,P07257,"Cytochrome b-c1 complex subunit 2, mitochondrial",QCR2,">sp|P07257|QCR2_YEAST Cytochrome b-c1 complex subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QCR2 PE=1 SV=1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07259,P07259,Protein URA2;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase,URA2,>sp|P07259|PYR1_YEAST Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA2 PE=1 SV=5,35,28,36,39,39,30,38,36,34,35,29,34,31,38,22,33,24,36,32,32,40
P07260,P07260,Eukaryotic translation initiation factor 4E,CDC33,>sp|P07260|IF4E_YEAST Eukaryotic translation initiation factor 4E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC33 PE=1 SV=1,13,7,13,11,12,11,12,10,10,11,6,10,9,8,8,9,4,9,11,11,11
P07262;P39708,P07262,NADP-specific glutamate dehydrogenase 1,GDH1,>sp|P07262|DHE4_YEAST NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDH1 PE=1 SV=2,1,0,2,4,4,2,8,6,3,1,1,0,0,0,0,7,4,6,6,3,6
P07263-2;P07263,P07263-2,"Histidine--tRNA ligase, mitochondrial",HTS1,">sp|P07263-2|SYH_YEAST Isoform Cytoplasmic of Histidine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTS1;>sp|P07263|SYH_YEAST Histidine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 ",13,6,12,16,14,10,9,8,11,4,9,6,6,7,5,4,3,4,2,3,5
P07264,P07264,3-isopropylmalate dehydratase,LEU1,>sp|P07264|LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU1 PE=1 SV=3,13,6,9,18,16,19,9,10,5,12,10,10,8,6,7,7,6,5,9,4,9
P07266,P07266,Mitochondrial RNA-splicing protein MRS1,MRS1,>sp|P07266|MRS1_YEAST Mitochondrial RNA-splicing protein MRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRS1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07267,P07267,Saccharopepsin,PEP4,>sp|P07267|CARP_YEAST Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP4 PE=1 SV=1,3,2,3,3,3,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2
P07271-2;P07271,P07271-2,DNA repair and recombination protein PIF1,PIF1,>sp|P07271-2|PIF1_YEAST Isoform Nuclear of DNA repair and recombination protein PIF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIF1;>sp|P07271|PIF1_YEAST DNA repair and recombination protein PIF1 OS=Saccharomyces cerevisiae (strain ATCC 2,2,0,2,3,3,4,0,2,3,1,1,2,1,2,0,1,0,0,1,1,0
P07273,P07273,Transcription elongation factor S-II,DST1,>sp|P07273|TFS2_YEAST Transcription elongation factor S-II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DST1 PE=1 SV=4,6,3,3,8,8,7,7,7,8,7,4,6,3,3,6,4,5,5,2,5,4
P07274,P07274,Profilin,PFY1,>sp|P07274|PROF_YEAST Profilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PFY1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07275,P07275,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",PUT2,">sp|P07275|PUT2_YEAST Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUT2 PE=1 SV=2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07277,P07277,Mevalonate kinase,ERG12,>sp|P07277|KIME_YEAST Mevalonate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG12 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07278,P07278,cAMP-dependent protein kinase regulatory subunit,BCY1,>sp|P07278|KAPR_YEAST cAMP-dependent protein kinase regulatory subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCY1 PE=1 SV=4,0,0,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
P07281;P07280,P07281,40S ribosomal protein S19-B;40S ribosomal protein S19-A,RPS19B;RPS19A,>sp|P07281|RS19B_YEAST 40S ribosomal protein S19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS19B PE=1 SV=2;>sp|P07280|RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS19A PE=1 SV=2,6,7,6,7,7,10,9,5,5,7,5,7,4,6,5,5,5,4,3,1,1
P07283,P07283,Phosphomannomutase,SEC53,>sp|P07283|PMM_YEAST Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC53 PE=1 SV=1,2,1,1,8,6,10,9,11,8,1,1,2,1,3,1,5,1,5,5,0,5
P07284,P07284,"Serine--tRNA ligase, cytoplasmic",SES1,">sp|P07284|SYSC_YEAST Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SES1 PE=1 SV=2",3,0,3,3,2,2,6,3,3,1,0,2,0,0,1,1,1,1,2,1,2
P07285,P07285,Anthranilate phosphoribosyltransferase,TRP4,>sp|P07285|TRPD_YEAST Anthranilate phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP4 PE=1 SV=1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
P07342,P07342,"Acetolactate synthase catalytic subunit, mitochondrial",ILV2,">sp|P07342|ILVB_YEAST Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV2 PE=1 SV=1",17,9,16,11,10,11,15,8,14,10,12,10,6,6,11,8,5,9,5,5,7
P07347,P07347,N-terminal acetyltransferase A complex catalytic subunit ARD1,ARD1,>sp|P07347|ARD1_YEAST N-terminal acetyltransferase A complex catalytic subunit ARD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARD1 PE=1 SV=2,2,2,4,9,7,7,8,7,5,7,4,6,3,4,4,4,3,7,3,7,5
P07560,P07560,Ras-related protein SEC4,SEC4,>sp|P07560|SEC4_YEAST Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC4 PE=1 SV=1,1,0,0,3,0,2,2,3,1,2,1,1,0,1,2,2,1,2,2,3,2
P07702,P07702,L-aminoadipate-semialdehyde dehydrogenase,LYS2,>sp|P07702|LYS2_YEAST L-aminoadipate-semialdehyde dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS2 PE=1 SV=2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
P07703,P07703,DNA-directed RNA polymerases I and III subunit RPAC1,RPC40,>sp|P07703|RPAC1_YEAST DNA-directed RNA polymerases I and III subunit RPAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC40 PE=1 SV=1,6,8,8,10,7,6,8,8,7,11,8,5,5,4,6,7,4,8,5,5,6
P07806,P07806,"Valine--tRNA ligase, mitochondrial",VAS1,">sp|P07806|SYV_YEAST Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAS1 PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07806-2,P07806-2,,,">sp|P07806-2|SYV_YEAST Isoform Cytoplasmic of Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAS1",34,23,33,54,52,55,48,46,47,30,32,35,22,20,19,40,28,39,34,37,35
P07884-2;P07884,P07884-2,"tRNA dimethylallyltransferase, mitochondrial",MOD5,">sp|P07884-2|MOD5_YEAST Isoform II of tRNA dimethylallyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MOD5;>sp|P07884|MOD5_YEAST tRNA dimethylallyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07991,P07991,Ornithine aminotransferase,CAR2,>sp|P07991|OAT_YEAST Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAR2 PE=1 SV=2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1
P08018,P08018,MAP kinase kinase PBS2,PBS2,>sp|P08018|PBS2_YEAST MAP kinase kinase PBS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PBS2 PE=1 SV=4,0,0,0,2,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0
P08417,P08417,"Fumarate hydratase, mitochondrial",FUM1,">sp|P08417|FUMH_YEAST Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUM1 PE=1 SV=2",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08518,P08518,DNA-directed RNA polymerase II subunit RPB2,RPB2,>sp|P08518|RPB2_YEAST DNA-directed RNA polymerase II subunit RPB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB2 PE=1 SV=2,7,4,5,5,8,2,5,6,4,4,5,4,3,4,3,3,2,4,2,3,2
P08524,P08524,Farnesyl pyrophosphate synthase,ERG20,>sp|P08524|FPPS_YEAST Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG20 PE=1 SV=2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P08539,P08539,Guanine nucleotide-binding protein alpha-1 subunit,GPA1,>sp|P08539|GPA1_YEAST Guanine nucleotide-binding protein alpha-1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPA1 PE=1 SV=3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08566,P08566,Pentafunctional AROM polypeptide;3-dehydroquinate synthase;3-phosphoshikimate 1-carboxyvinyltransferase;Shikimate kinase;3-dehydroquinate dehydratase;Shikimate dehydrogenase,ARO1,>sp|P08566|ARO1_YEAST Pentafunctional AROM polypeptide OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO1 PE=1 SV=1,7,3,3,14,12,14,15,16,10,5,2,6,2,3,1,11,3,9,9,4,9
P08638,P08638,Regulatory protein LEU3,LEU3,>sp|P08638|LEUR_YEAST Regulatory protein LEU3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08678,P08678,Adenylate cyclase,CYR1,>sp|P08678|CYAA_YEAST Adenylate cyclase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYR1 PE=1 SV=2,2,0,1,3,1,2,2,1,0,1,2,0,1,1,0,0,0,1,0,0,0
P08964,P08964,Myosin-1,MYO1,>sp|P08964|MYO1_YEAST Myosin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MYO1 PE=1 SV=3,5,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
P09032,P09032,Translation initiation factor eIF-2B subunit gamma,GCD1,>sp|P09032|EI2BG_YEAST Translation initiation factor eIF-2B subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD1 PE=1 SV=3,1,0,2,4,5,3,4,3,4,0,3,1,1,2,1,3,1,2,4,1,2
P09064,P09064,Eukaryotic translation initiation factor 2 subunit beta,SUI3,>sp|P09064|IF2B_YEAST Eukaryotic translation initiation factor 2 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI3 PE=1 SV=2,15,13,16,19,18,19,18,9,20,12,14,11,11,16,12,17,11,14,18,14,20
P09232,P09232,Cerevisin,PRB1,>sp|P09232|PRTB_YEAST Cerevisin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRB1 PE=1 SV=1,1,0,2,0,0,2,2,4,2,1,1,1,1,1,2,3,1,2,3,2,1
P09436,P09436,"Isoleucine--tRNA ligase, cytoplasmic",ILS1,">sp|P09436|SYIC_YEAST Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILS1 PE=1 SV=1",6,2,4,18,14,8,10,9,7,2,3,4,1,2,0,4,3,3,3,4,6
P09440,P09440,"C-1-tetrahydrofolate synthase, mitochondrial;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase",MIS1,">sp|P09440|C1TM_YEAST C-1-tetrahydrofolate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIS1 PE=1 SV=1",11,8,13,14,11,16,12,17,14,11,14,13,13,12,8,4,4,12,9,5,6
